id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
3379	substantial improvement	0.6418	-0.2975	3	159	193	10	2016
3380	substitute fuel	0.7094	0.0006	3	264	419	24	2016.3333
3381	substrate	-0.5696	0.2192	4	1306	3589	272	2016.2904
3382	successful implementation	-0.3229	-0.374	2	115	123	10	2015.6
3383	succinic acid	-0.6533	-0.2435	2	216	275	18	2016.5
3384	sucrose	-0.6001	0.0164	4	279	401	28	2014.8214
3385	sugar beet	-0.5412	-0.7458	2	312	545	38	2012.4737
3386	sugar cane	-0.4121	-0.4803	2	408	631	41	2014.0244
3387	sugar yield	-0.6592	0.1278	4	208	272	20	2017.85
3388	sugarcane	-0.4424	-0.6744	2	728	1684	110	2015.8273
3389	sugarcane ethanol	-0.429	-0.724	2	184	265	18	2013.5556
3390	suggestion	-0.435	-0.4144	2	253	319	29	2014.8966
3391	suitable alternative fuel	1.2508	-0.0095	3	138	247	14	2014.7857
3392	suitable catalyst	-0.2681	0.6558	1	116	145	11	2017.0909
3393	suitable condition	-0.3953	0.4651	1	132	156	11	2016.2727
3394	suitable feedstock	-0.5537	0.2526	4	284	389	31	2016.3548
3395	suitable source	-0.7495	0.1905	4	112	128	11	2016.0909
3396	sulfonation	-0.2459	0.8552	1	274	515	28	2018.1786
3397	sulfonic acid	-0.1596	0.7804	1	184	303	18	2017.2222
3398	sulfuric acid	-0.2807	0.491	1	695	1325	88	2015.5114
3399	sulphuric acid	-0.2641	0.4847	1	220	327	19	2016.6316
3400	summer	-0.2249	-0.3933	2	323	504	39	2014.2308
3401	supercritical condition	-0.3635	0.3895	1	203	294	22	2015.8182
3402	supercritical ethanol	-0.2684	0.6758	1	166	228	15	2016.5333
3403	supercritical methanol	-0.2232	0.6322	1	244	398	31	2014.129
3404	supercritical water	-0.2833	0.3235	1	171	216	15	2016.8
3405	superstructure	-0.5921	-0.4872	2	133	212	21	2015.9048
3406	supplementation	-0.8119	0.0748	4	450	832	50	2016.32
3407	supply chain	-0.484	-0.7414	2	721	1822	136	2016.125
3408	surface area	-0.0119	0.6508	1	1008	2593	149	2017.4094
3409	surface morphology	0.1915	0.5638	1	261	373	26	2017.2692
3410	surface property	0.008	0.7298	1	167	218	14	2018.5
3411	surface tension	0.807	-0.004	3	445	783	59	2016.3051
3412	surrogate	0.6514	0.2083	3	422	761	51	2016.7843
3413	surrogate fuel	0.6926	0.1073	3	219	294	19	2018.2105
3414	survey	-0.2494	-0.6541	2	621	1124	86	2015.5233
3415	survival	-0.56	-0.2569	2	205	260	24	2016.3333
3416	sustainability assessment	-0.5679	-0.7024	2	383	675	45	2016.8889
3417	sustainability criterium	-0.4966	-0.8501	2	266	428	24	2014.7917
3418	sustainability indicator	-0.5862	-0.6655	2	173	220	15	2016.0667
3419	sustainability issue	-0.5351	-0.5392	2	150	181	13	2016
3420	sustainable approach	-0.7556	0.0249	4	150	168	11	2019.2727
3421	sustainable aviation fuel	-0.4488	-0.1162	2	189	249	17	2020.5294
3422	sustainable biodiesel production	-0.558	0.1772	4	308	434	28	2017.3929
3423	sustainable manner	-0.449	-0.4752	2	182	210	16	2015.375
3424	sustainable route	-0.3198	0.3296	1	154	180	12	2019.8333
3425	sustainable solution	-0.441	-0.4919	2	127	145	13	2018.8462
3426	sustainable supply	-0.7364	-0.1528	4	134	151	11	2014.7273
3427	sweden	-0.4185	-0.7245	2	382	650	48	2013.875
3428	sweet sorghum	-0.6661	-0.6167	2	291	422	26	2013.8846
3429	swirl	1.1722	-0.1404	3	177	301	19	2018.3158
3430	switch	0.0064	-0.7059	2	178	229	18	2012.8889
3431	switchgrass	-0.5713	-0.4546	2	529	997	67	2015.209
3432	synechocystis	-0.7713	0.0628	4	198	287	16	2017.25
3433	synergetic effect	0.1367	0.5901	1	145	166	11	2019.6364
3434	synergistic effect	0.0279	0.5174	1	565	879	63	2018.4127
3435	synthesis	-0.2598	0.4699	1	2080	9340	641	2016.8752
3436	synthesized biodiesel	-0.2097	0.5496	1	227	348	22	2018.9545
3437	synthesized catalyst	-0.091	0.947	1	347	752	36	2018.75
3438	synthetic antioxidant	0.3896	0.2693	1	150	299	29	2015.7586
3439	synthetic biology	-0.517	0.0294	4	160	200	16	2016.875
3440	synthetic medium	-0.8409	0.1363	4	163	240	13	2016.1538
3441	synthetic natural gas	-0.4996	-0.6181	2	166	252	20	2015.2
3442	system boundary	-0.5833	-0.7623	2	385	752	40	2015.675
3443	system dynamic	-0.4227	-0.8725	2	118	155	11	2018.3636
3444	system dynamics model	-0.4212	-0.9122	2	118	170	11	2016.3636
3445	system expansion	-0.6003	-0.7936	2	144	195	11	2014.0909
3446	t butanol	0.174	0.5554	1	164	220	14	2013.3571
3447	tag	-0.7435	0.1143	4	485	1117	75	2016.0533
3448	tags	-0.7263	0.1462	4	228	350	23	2016
3449	taguchi	1.1341	0.1323	3	140	205	12	2017.5833
3450	taguchi method	0.855	0.3582	3	193	287	18	2016.5
3451	tailpipe emission	0.518	-0.4912	3	371	555	32	2014.9062
3452	tamil nadu	-0.0941	-0.5588	2	146	186	14	2013.7857
3453	tank reactor	-0.3745	0.5007	4	251	328	21	2014.9048
3454	tanzania	-0.2475	-0.6305	2	182	225	18	2013.2778
3455	target	-0.3313	-0.6082	2	1376	4082	294	2015.2959
3456	target product	-0.304	0.4621	1	174	216	17	2015.8824
3457	tbhq	0.2832	0.2944	1	230	443	39	2016.641
3458	tdc	1.4219	-0.2118	3	239	421	18	2016.4444
3459	tea	-0.5112	-0.1253	2	390	569	31	2017.6129
3460	technical	-0.3681	-0.4041	2	111	145	13	2015.6923
3461	technical performance	-0.434	-0.4276	2	120	143	11	2017.2727
3462	techno	-0.6039	-0.5715	2	369	622	37	2018.4054
3463	techno economic	-0.6838	-0.2036	2	193	244	13	2018.3846
3464	techno economic analysis	-0.6474	-0.2923	2	612	1520	96	2017.9479
3465	techno economic assessment	-0.4523	-0.3483	2	387	643	39	2017.6923
3466	technoeconomic analysis	-0.6168	-0.3696	2	236	331	20	2017.1
3467	technological development	-0.4527	-0.5506	2	169	203	19	2014.1053
3468	technology development	-0.3963	-0.5119	2	260	347	21	2015.1429
3469	tem	0.0657	0.7735	1	881	2584	129	2017.5426
3470	temperature profile	0.6147	0.1548	3	274	406	29	2015.931
3471	temperature range	0.27	0.4039	1	891	2058	160	2015.7938
3472	template	-0.2011	0.6889	1	207	310	21	2019.4286
3473	ternary blend	1.039	-0.0653	3	354	717	44	2018.6136
3474	terpene	-0.4019	0.1265	4	268	364	27	2017.037
3475	terpenoid	-0.2518	0.2243	4	117	130	12	2016.8333
3476	tert butanol	0.1034	0.5696	1	185	282	19	2013.5789
3477	tert butylhydroquinone	0.1551	0.3218	1	135	222	21	2016.1429
3478	test bench	0.7297	-0.2792	3	216	330	25	2015.72
3479	test condition	0.9161	-0.2209	3	332	504	26	2016.3846
3480	test engine	1.1635	-0.2213	3	374	780	40	2016.525
3481	test fuel	1.261	-0.1633	3	787	2811	141	2016.6809
3482	test result	1.0084	-0.1789	3	704	1937	117	2015.7436
3483	test sample	0.8859	0.1116	3	176	242	14	2017.6429
3484	tested fuel	0.9885	-0.1931	3	540	1109	62	2016.3871
3485	tetrahydrofuran	0.2239	0.6055	1	317	449	28	2015.7143
3486	tga	0.0607	0.6776	1	969	2750	147	2017.2857
3487	thc	1.0796	-0.3173	3	348	658	37	2015.5405
3488	thc emission	1.2039	-0.239	3	191	291	16	2017.5625
3489	theoretical calculation	0.4512	0.294	3	97	128	11	2016.5455
3490	theoretical yield	-0.575	0.2409	4	333	446	29	2016.3793
3491	thermal behavior	-0.1325	0.3684	1	135	172	13	2016.9231
3492	thermal conductivity	0.6994	0.0689	3	127	154	13	2019.2308
3493	thermal cracking	-0.14	0.5922	1	178	265	27	2015.5556
3494	thermal decomposition	0.0257	0.5456	1	233	314	23	2016.9565
3495	thermal degradation	0.0307	0.5104	1	134	171	17	2016.8824
3496	thermal efficiency	1.1273	-0.26	3	1014	3993	216	2016.5417
3497	thermal stability	0.0568	0.5162	1	638	1084	82	2016.561
3498	thermal treatment	-0.2423	0.4382	1	162	193	14	2015.6429
3499	thermodynamic parameter	0.1195	0.5903	1	159	208	17	2018.1176
3500	thermodynamic study	-0.0357	0.5962	1	135	183	13	2018.2308
3501	thermogravimetric analysis	0.0643	0.5754	1	820	1835	107	2017.3738
3502	thermogravimetry	0.0117	0.5582	1	163	218	20	2015.45
3503	thf	0.2122	0.6357	1	237	326	18	2016.2778
3504	thioesterase	-0.8288	0.2392	4	168	359	21	2014.3333
3505	third generation	-0.6281	-0.4032	2	134	156	12	2017.5833
3506	thlaspi arvense l	-0.4908	-0.3502	2	204	287	19	2016.7368
3507	timing	0.8633	-0.2787	3	610	1273	73	2016.1781
3508	tio2	0.2729	0.6821	1	473	838	45	2018.7778
3509	tissue	-0.3658	-0.2519	2	263	404	34	2015.0588
3510	titer	-0.7906	0.1879	4	372	1009	67	2017.1493
3511	tobacco	-0.4932	-0.0693	2	140	161	13	2015.9231
3512	toc	-0.5467	0.1868	4	116	158	11	2015.2727
3513	tonne	-0.4877	-0.6312	2	678	1457	95	2015.2737
3514	top dead center	1.3598	-0.1526	3	255	446	18	2017.6111
3515	top dead centre	1.5684	-0.2122	3	184	286	13	2017.2308
3516	torque	1.1068	-0.252	3	633	1984	124	2016.0484
3517	torr	0.5364	0.3797	3	92	160	14	2016
3518	total acid number	-0.015	0.4998	1	328	535	39	2017.1795
3519	total capital investment	-0.6414	-0.2831	2	128	183	11	2015.1818
3520	total carbon	0.1669	-0.2528	2	180	253	17	2013.1176
3521	total content	-0.0155	0.1465	4	149	172	13	2015.0769
3522	total cost	-0.4918	-0.48	2	442	636	47	2016.7021
3523	total emission	0.0345	-0.694	2	205	246	16	2014.0625
3524	total energy consumption	-0.3896	-0.6989	2	204	279	20	2015.75
3525	total energy input	-0.7473	-0.4831	2	135	190	12	2013.5833
3526	total fatty acid	-0.9049	0.1692	4	373	754	44	2015.0682
3527	total ghg emission	-0.5685	-0.6622	2	165	246	13	2016.5385
3528	total glycerol	-0.1528	0.3989	1	137	167	12	2014.1667
3529	total hydrocarbon	0.936	-0.355	3	396	802	42	2014.9524
3530	total lipid	-0.9217	0.1914	4	416	992	59	2015.8136
3531	total lipid content	-0.9227	0.1573	4	346	720	45	2014.8889
3532	total lipid yield	-0.7712	0.2293	4	129	167	11	2017.5455
3533	total nitrogen	-0.9516	0.0424	4	303	582	31	2017.2581
3534	total organic carbon	-0.5601	-0.0119	4	176	225	15	2015.4
3535	total pah	0.679	-0.3494	3	132	217	15	2013.1333
3536	total particle number	0.913	-0.3668	3	166	234	13	2015.8462
3537	total phosphorus	-0.946	-0.0332	4	195	304	18	2016.2222
3538	total yield	-0.2614	0.4571	1	231	274	19	2015.4211
3539	toxic gase	0.9544	-0.0889	3	157	190	11	2016.1818
3540	tpd	-0.0513	0.9342	1	285	531	24	2017.0417
3541	tpd nh3	-0.113	0.9547	1	146	219	10	2018
3542	tpr	-0.0252	0.9167	1	173	273	14	2015.3571
3543	trace amount	-0.0233	0.3856	1	109	125	12	2015.6667
3544	tracer	0.3192	-0.3578	2	168	220	16	2012.375
3545	trade off	-0.4848	-0.6554	2	509	871	57	2015.9649
3546	traffic	0.1894	-0.5581	2	328	507	36	2014.5
3547	training	0.1553	-0.498	2	233	311	17	2016.4118
3548	trait	-0.6746	-0.2128	2	413	820	66	2014.9242
3549	trajectory	-0.1485	-0.6449	2	239	335	27	2015.1852
3550	trans esterification reaction	-0.2902	0.6198	1	111	139	11	2014.9091
3551	transesterification	-0.1182	0.406	1	2384	15158	1080	2014.9278
3552	transesterification parameter	-0.1103	0.7204	1	131	208	12	2018.4167
3553	transesterification reaction	-0.0379	0.6228	1	1264	5220	345	2015.2348
3554	transition metal	0.0406	0.6604	1	250	342	21	2017.7619
3555	transmission electron microscope	0.1164	0.5853	1	189	264	14	2017.3571
3556	transmission electron microscopy	0.1499	0.6926	1	568	1222	61	2016.8852
3557	transport sector	-0.059	-0.5972	2	982	2323	165	2015.6606
3558	transportation	-0.2405	-0.5849	2	1467	4398	301	2015.4585
3559	transportation biofuel	-0.3719	-0.3519	2	273	346	25	2014.16
3560	transportation cost	-0.5813	-0.7145	2	184	258	21	2016.1905
3561	transportation system	-0.141	-0.6506	2	260	361	23	2014.3478
3562	treatment device	0.8694	-0.409	3	144	198	13	2014
3563	triacylglyceride	-0.4966	0.2526	4	293	426	29	2015.7931
3564	triacylglycerol	-0.6802	0.1853	4	583	1384	92	2015.9022
3565	tribological performance	0.76	0.2151	3	121	195	16	2015.9375
3566	triglyceride	-0.0749	0.5702	1	1261	3842	279	2013.9642
3567	triolein	-0.2102	0.8475	1	178	262	17	2015.4706
3568	truck	0.1278	-0.6618	2	540	1006	71	2013.493
3569	tung oil	-0.0304	0.6176	1	119	154	12	2011.9167
3570	turbo	0.7886	-0.5114	3	160	205	13	2014
3571	turbocharged diesel engine	1.2248	-0.1244	3	143	210	13	2014.5385
3572	turbulence	1.0866	-0.0953	3	200	281	19	2016.5789
3573	ubhc	1.4908	-0.0628	3	209	429	20	2014.05
3574	uhc	1.2844	-0.1532	3	467	1426	70	2018.1429
3575	uhc emission	1.2339	-0.1567	3	128	189	11	2018.4545
3576	ukraine	-0.3621	-0.7375	2	157	200	17	2017.6471
3577	ulsd	0.7202	-0.3371	3	541	1212	77	2014.4416
3578	ultimate analysis	-0.2703	0.2828	1	225	322	24	2016.625
3579	ultra low sulfur diesel	0.7157	-0.3706	3	410	808	53	2013.3962
3580	ultra low sulfur diesel fuel	0.7456	-0.1652	3	157	206	14	2012.3571
3581	ultra low sulphur diesel	0.7062	-0.349	3	203	274	17	2013.4706
3582	ultrafine particle	0.5418	-0.431	3	183	270	17	2015.3529
3583	ultralow sulfur diesel	0.6876	-0.4703	3	206	300	19	2013.2105
3584	ultrasonic irradiation	-0.074	0.7243	1	162	283	19	2014.3684
3585	ultrasonic power	-0.1837	0.6221	1	169	235	14	2018.7143
3586	ultrasonication	-0.0789	0.5103	1	313	502	32	2016.7812
3587	ultrasonicator	1.1935	0.1	3	213	564	25	2018.04
3588	ultrasound	-0.2066	0.5322	1	342	601	44	2016.75
3589	unburned hydrocarbon	1.1938	-0.2683	3	678	2039	105	2016.1143
3590	unburned hydrocarbon emission	1.3233	-0.1601	3	158	237	13	2017
3591	unburnt hydrocarbon	1.2944	-0.1122	3	418	998	49	2017.3673
3592	uncertainty	-0.2673	-0.5948	2	1218	3669	271	2015.059
3593	uncertainty analysis	-0.264	-0.4938	2	359	539	34	2016.9706
3594	uncoated engine	1.1909	-0.0728	3	139	276	13	2016.4615
3595	unimolecular decomposition	0.5246	0.4527	3	108	167	12	2017.3333
3596	unit cost	-0.5365	-0.5326	2	125	140	11	2015.1818
3597	united kingdom	-0.2983	-0.8032	2	130	147	10	2013.7
3598	united state	-0.4922	-0.6235	2	542	972	67	2015.6866
3599	united states	-0.4567	-0.6677	2	733	1553	107	2015
3600	unmodified diesel engine	1.031	-0.1686	3	276	519	31	2015.0968
3601	unregulated emission	0.9286	-0.355	3	283	551	28	2014.2143
3602	unsaturated fatty acid	-0.3196	0.235	4	795	1512	109	2015.5596
3603	upgrading	-0.3027	0.2458	1	1123	2971	204	2016.5931
3604	upgrading process	-0.2883	0.5075	1	359	582	34	2016.5
3605	urban air pollution	0.2523	-0.638	2	132	150	10	2014.6
3606	urban bus	0.4145	-0.5178	3	110	158	12	2011.8333
3607	us department	-0.2645	-0.3131	2	199	239	14	2014.0714
3608	us environmental protection agency	-0.3256	-0.6477	2	107	128	11	2013.5455
3609	usa	-0.4839	-0.5041	2	816	1591	114	2015.2719
3610	usd	-0.3678	-0.3956	2	342	447	30	2018.8
3611	user	-0.2247	-0.6983	2	490	759	59	2014.4068
3612	usual scenario	-0.357	-0.8767	2	128	174	11	2016.0909
3613	vacuum distillation	-0.089	0.5121	1	123	152	12	2016
3614	vacuum gas oil	-0.2306	0.2355	1	120	161	14	2017.1429
3615	valeric acid	-0.5452	0.3409	4	129	157	12	2017.0833
3616	valerolactone	-0.2747	0.3426	1	198	307	22	2017.0909
3617	valf	0.964	-0.0801	3	243	420	22	2015.6818
3618	valuable biofuel	-0.3267	0.5973	1	78	90	11	2014.7273
3619	valuable chemical	-0.3605	0.587	1	295	413	27	2017.8519
3620	valuable co product	-0.843	-0.0893	4	197	250	15	2015.6
3621	valuable compound	-0.4878	0.4386	4	178	209	13	2017.8462
3622	valuable product	-0.6547	0.1416	4	200	239	18	2017.8889
3623	valuable resource	-0.7091	-0.0726	4	138	145	10	2017.2
3624	value chain	-0.4542	-0.5852	2	419	673	47	2017.383
3625	vapor phase	0.7014	-0.0258	3	109	132	12	2014.3333
3626	vaporization	1.0616	-0.0317	3	409	833	58	2015.569
3627	variable compression ratio	1.3565	-0.0219	3	256	532	24	2017.7917
3628	variable compression ratio engine	1.5191	-0.126	3	159	309	16	2017
3629	vcr	1.304	0.0701	3	153	253	11	2019.6364
3630	vegetable oil biodiesel	0.712	-0.2212	3	139	184	13	2016.8462
3631	vehicle emission	0.3381	-0.5628	2	185	262	19	2015.1579
3632	vehicle exhaust	0.309	-0.5273	2	123	141	10	2015.7
3633	vehicle fleet	0.091	-0.6858	2	305	444	32	2013.1562
3634	vehicle technology	-0.1146	-0.8056	2	156	254	16	2013.5
3635	velocity	0.7032	0.1073	3	739	1700	132	2016.2727
3636	vfa	-0.83	0.1591	4	120	194	11	2017.1818
3637	vfas	-0.834	0.1583	4	118	189	10	2017.5
3638	viable alternative fuel	0.5682	-0.178	3	127	158	11	2017.0909
3639	vibration	0.8747	-0.0501	3	242	416	29	2017.6552
3640	village	-0.29	-0.714	2	162	216	18	2013.0556
3641	vinasse	-0.6547	-0.272	2	217	283	20	2019.05
3642	vision	-0.3447	-0.695	2	217	264	17	2015.6471
3643	vitamin	-0.9135	0.0343	4	122	163	10	2019
3644	vitro	-0.0021	-0.0942	3	240	345	27	2014.6667
3645	vocs	0.1546	-0.3278	2	138	164	13	2014.4615
3646	volatile	-0.0332	0.3836	1	243	338	26	2016.9615
3647	volatile fatty acid	-0.8166	0.1585	4	164	289	17	2017.7647
3648	volatilization	0.1292	0.413	1	73	88	11	2014.0909
3649	volume basis	1.2026	-0.1903	3	468	1141	59	2017.322
3650	volume fraction	0.851	-0.0019	3	408	690	49	2017.2449
3651	volume percentage	0.8384	0.0795	3	150	197	13	2016
3652	volumetric basis	1.0968	-0.2021	3	164	228	13	2019
3653	volumetric efficiency	1.1116	-0.167	3	167	286	16	2015
3654	volumetric productivity	-0.8211	0.1249	4	146	203	15	2016.5333
3655	volumetric ratio	0.5582	0.1614	3	231	344	20	2016.4
3656	vsm	-0.0679	1.1024	1	162	266	12	2018.0833
3657	w v	-0.4527	0.3999	4	414	652	40	2016.45
3658	w w	-0.3839	0.4191	1	1276	3739	240	2016.225
3659	washing	-0.2673	0.3931	1	354	486	39	2014.8718
3660	waste cooking oil biodiesel	1.0293	-0.2718	3	214	310	19	2017.8947
3661	waste cooking oil methyl ester	0.9673	-0.0493	3	138	183	12	2016.0833
3662	waste fish oil	-0.038	0.721	1	130	169	13	2015
3663	waste frying oil	-0.288	0.5554	1	326	607	39	2016.0513
3664	waste glycerol	-0.7698	0.2692	4	223	351	23	2014.8696
3665	waste heat	-0.0793	-0.5488	2	290	400	27	2014.2963
3666	waste treatment	-0.6482	-0.1168	4	197	238	18	2016.7778
3667	wasteland	-0.5688	-0.637	2	224	341	26	2012.6154
3668	wastewater	-0.7679	0.0489	4	1213	4019	258	2017.4419
3669	wastewater treatment	-0.7834	-0.0397	4	666	1481	98	2017.5306
3670	wastewater treatment plant	-0.7656	-0.2008	4	378	582	41	2016.9024
3671	water body	-0.6442	-0.0316	4	229	299	19	2016.1053
3672	water concentration	0.3605	0.4017	1	211	306	20	2014.05
3673	water consumption	-0.5787	-0.4826	2	254	363	30	2016.8
3674	water footprint	-0.6392	-0.6426	2	367	595	42	2017.3333
3675	water gas shift reaction	-0.3602	0.0808	1	114	129	13	2015.0769
3676	water pollution	-0.4022	-0.4136	2	197	229	12	2015.8333
3677	water quality	-0.6627	-0.6253	2	220	311	21	2014.0476
3678	water requirement	-0.6951	-0.6798	2	171	251	17	2014.3529
3679	water resource	-0.6784	-0.5061	2	379	602	36	2015.7778
3680	water use	-0.6144	-0.701	2	297	437	29	2014.5517
3681	wax ester	-0.5839	0.2677	4	116	135	11	2016.4545
3682	wco biodiesel	0.7503	-0.1708	3	180	237	15	2018.0667
3683	weakness	-0.2847	-0.659	2	170	213	17	2015.6471
3684	wear	0.808	0.1074	3	283	606	54	2015.5
3685	wear scar diameter	0.7503	0.1917	3	108	172	14	2016.6429
3686	weight hourly space velocity	-0.1465	0.6502	1	247	386	25	2016.6
3687	weight percentage	0.193	0.6111	1	192	240	16	2017.5
3688	weight ratio	0.015	0.5983	1	311	433	30	2015.9667
3689	wet biomass	-0.5989	0.3498	4	289	450	28	2015.6786
3690	wet ethanol	1.24	-0.2334	3	110	174	12	2016.5
3691	wet impregnation	-0.0725	0.8375	1	181	266	16	2020.25
3692	wet impregnation method	-0.0421	0.9726	1	247	458	24	2019.2083
3693	wet microalgae	-0.6	0.3566	4	119	156	12	2016.5833
3694	wfo	-0.1742	0.734	1	265	482	29	2015.8966
3695	wheat	-0.5387	-0.6618	2	513	1034	71	2014.0141
3696	wheel	-0.0521	-0.7019	2	352	565	35	2014.4
3697	whole cell biocatalyst	-0.3718	0.6543	1	123	227	18	2010.2222
3698	whole system	-0.5089	-0.5982	2	130	146	10	2016.2
3699	whsv	-0.0781	0.7103	1	280	471	27	2017.6667
3700	wild type	-0.8264	0.0828	4	234	388	24	2015.875
3701	wild type strain	-0.7973	0.078	4	124	168	11	2016.0909
3702	willingness	-0.4276	-0.8642	2	144	225	20	2015.85
3703	wind	-0.2956	-0.6826	2	371	636	53	2015.6604
3704	wind energy	-0.4181	-0.8181	2	89	106	10	2014.6
3705	wind power	-0.3556	-0.6848	2	119	168	11	2016.9091
3706	winter	-0.1398	-0.4267	2	368	680	54	2015.4444
3707	woody biomass	-0.3447	-0.3315	2	495	769	52	2016.1538
3708	worker	0.0233	-0.4807	2	225	266	19	2014.8947
3709	worn surface	0.7081	0.3718	3	98	168	13	2014.9231
3710	wpo	0.9768	0.2094	3	172	266	14	2018.1429
3711	wtp	-0.4798	-0.8685	2	111	152	11	2015.9091
3712	wtw	-0.1744	-0.72	2	213	330	19	2016.2105
3713	x emission	1.2163	-0.2325	3	290	487	27	2013.7037
3714	x ray diffraction	0.0503	0.8343	1	959	3705	191	2017.1414
3715	x ray fluorescence	-0.0407	0.808	1	214	319	16	2017
3716	x ray photoelectron spectroscopy	0.2918	0.661	1	270	491	28	2017.0714
3717	x ray powder diffraction	-0.066	0.9551	1	175	255	11	2017.5455
3718	xps	0.012	0.8385	1	575	1461	73	2018.0685
3719	xrd	-0.0164	0.8929	1	1199	6319	310	2017.7613
3720	xrd analysis	0.0624	0.7578	1	294	407	19	2019
3721	xrf	-0.0576	0.9649	1	247	420	19	2017.6842
3722	xylene	0.2182	0.1424	3	313	440	33	2015.697
3723	xylose	-0.6829	0.331	4	421	792	48	2016.5833
3724	yarrowia lipolytica	-0.8601	0.2756	4	234	455	26	2016.8077
3725	year period	-0.473	-0.3941	2	128	149	13	2016
3726	year study	-0.5886	-0.4369	2	108	132	10	2016.1
3727	yeast	-0.7705	0.1745	4	779	2134	144	2016.6389
3728	yeast strain	-0.8625	0.221	4	241	430	27	2016.2222
3729	zambia	-0.3665	-0.6368	2	139	178	12	2014
3730	zea	-0.6242	-0.5583	2	114	141	12	2014.9167
3731	zeolite	0.0057	0.7481	1	900	2773	168	2016.5714
3732	zeolite catalyst	-0.085	0.7529	1	418	785	47	2015.5319
3733	zinc oxide	0.3476	0.3773	1	256	355	18	2017.5
3734	zirconia	0.3735	0.429	1	420	691	39	2016.1282
